データコード,PF02'PFGD1,PF02'PFGD11,PF02'PFGD12,PF02'PFGD@01,PF02'PFGD18,PF02'PFGD19,PF02'PFGD210,PF02'PFGD211,PF02'PFGD@02,PF02'PFGD@03,PF02'PFGD220,PF02'PFGD221,PF02'PFGD@04,PF02'PFGD230,PF02'PFGD231,PF02'PFGD@05
2009/09,8645226,6695529,0,1387661,218403,343633,591476,137628,110681,343167,603950,406653,197297,7449800,6151248,1079683
2009/10,8694778,6750094,0,1385296,254480,304907,575218,130665,104035,340519,601542,408466,193076,7518018,6210964,1088185
2009/11,8804164,6805671,0,1433113,292336,273044,650809,177288,127230,346291,571397,370336,201062,7581958,6258048,1104822
2009/12,8715104,6709398,0,1440961,330288,234458,541371,102714,93000,345657,664486,437397,227089,7509248,6169287,1120872
2010/01,8767304,6769843,0,1437122,365000,195340,598314,191682,65400,341233,555212,335072,220140,7613778,6243089,1151582
2010/02,8842183,6849793,0,1431232,403001,158157,649343,229756,77535,342051,514126,311777,202350,7678714,6308261,1151347
2010/03,8829235,6768650,0,1496521,564063,0,560882,102645,113511,344726,639478,414486,224992,7628875,6251519,1158018
2010/04,8987473,6850557,0,1583142,379644,174129,618833,98397,188000,332436,659567,447428,212139,7709073,6304732,1183003
2010/05,9058648,6931649,0,1573539,341539,211921,691559,174550,187105,329904,608479,388539,219941,7758610,6368561,1166493
2010/06,9040772,6907321,0,1582852,302441,248158,634315,77167,232105,325043,695319,489183,206136,7711138,6340971,1144611
2010/07,9092805,6987268,0,1559075,261348,285115,679956,117640,243410,318907,632441,441694,190747,7780408,6427934,1124918
2010/08,9114479,7068295,0,1498714,223350,324120,698306,193582,186810,317914,566832,382228,184604,7849340,6492485,1127299
2010/09,9088617,7029354,0,1515360,205007,338896,658832,149675,195810,313347,601546,411611,189934,7828239,6468067,1129616
2010/10,9153378,7104863,0,1508249,222994,317272,671302,171079,190512,309710,592833,401695,191138,7889244,6532088,1126600
2010/11,9217056,7182377,0,1483212,262818,288649,717253,207550,189012,320692,551912,379476,172436,7947891,6595351,1121765
2010/12,9191511,7139698,0,1501253,302597,247963,661112,141314,200012,319786,609362,430516,178846,7921037,6567868,1122395
2011/01,9236060,7209772,0,1479881,339680,206728,724668,223023,186012,315633,529521,362287,167233,7981871,6624461,1126636
2011/02,9311976,7283511,0,1480848,379793,167824,776512,237772,222010,316730,513740,364101,149639,8021725,6681639,1109199
2011/03,9243596,7192567,0,1500970,550058,0,656362,108218,229010,319134,645104,483724,161380,7942130,6600626,1110580
2011/04,9423384,7268926,0,1611742,393733,148983,729433,100631,318010,310792,667116,510231,156885,8026835,6658064,1136848
2011/05,9483834,7346223,0,1594943,353600,189067,782714,170174,304015,308525,611684,458081,153602,8089436,6717968,1137326
2011/06,9438096,7269398,0,1627905,303373,237420,704185,80020,320015,304150,704090,531540,172551,8029820,6657838,1135339
2011/07,9492643,7331970,0,1623774,270481,266418,771083,154312,318015,298756,637840,468063,169777,8083720,6709595,1135983
2011/08,9586810,7408262,0,1640615,230483,307450,826832,241026,288016,297790,610182,396163,214020,8149795,6771073,1138580
2011/09,9544180,7320956,0,1705939,190661,326624,786040,157877,353021,275142,669718,463601,206117,8088422,6699479,1146801
2011/10,9557657,7387446,0,1657120,209455,303636,753028,147058,335021,270948,647458,492590,154868,8157172,6747797,1167232
2011/11,9693950,7477760,0,1693696,251359,271135,764085,216932,267021,280132,679667,441333,238334,8250198,6819495,1188341
2011/12,9586385,7417631,0,1642011,303657,223086,587295,109892,193021,284382,771462,550561,220902,8227628,6757178,1228088
2012/01,9584357,7493315,0,1568233,332239,190569,605437,154969,170021,280447,651972,524123,127849,8326947,6814223,1270363
2012/02,9630405,7565972,0,1540817,377220,146396,632981,245685,109021,278275,581727,452487,129240,8415697,6867800,1302556
2012/03,9599503,7475300,0,1586794,537410,0,543539,131449,120021,292068,722650,575422,147229,8333314,6768429,1319544
2012/04,9776812,7545879,0,1696698,397869,136366,638892,132973,220024,285894,752519,597665,154854,8385402,6815241,1321820
2012/05,9850746,7619934,0,1694456,347623,188732,717349,219526,213027,284796,694496,541933,152564,8438901,6858475,1328866
2012/06,9761853,7546990,0,1672359,308398,234105,596117,101147,207027,287943,824916,672947,151969,8340819,6772896,1313364
2012/07,9798394,7616907,0,1639619,276980,264888,660784,187449,189027,284309,771559,610252,161307,8366051,6819207,1289285
2012/08,9870206,7688594,0,1639070,224482,318060,714322,228313,201027,284983,779998,597979,182018,8375886,6862302,1256024
2012/09,9832950,7607936,0,1683161,196335,345517,683045,163395,239032,280618,848780,651852,196928,8301126,6792690,1247201
2012/10,9897584,7677348,0,1677647,230732,311857,712401,202015,232032,278354,855372,654796,200576,8329810,6820537,1245039
2012/11,9996125,7749981,0,1697398,283090,265655,785626,252303,249032,284292,843025,633707,209318,8367473,6863971,1239049
2012/12,9972181,7680538,0,1754649,324881,212114,703450,141877,289032,272541,974219,745293,228926,8294512,6793368,1236691
2013/01,9944770,7747805,0,1663784,353495,179687,695396,230636,196032,268728,936635,678799,257836,8312739,6838370,1209916
2013/02,9922825,7824563,0,1566060,396456,135746,653670,258849,128032,266788,935955,664272,271683,8333200,6901442,1166345
2013/03,9916011,7747612,0,1619806,548593,0,571960,128749,163032,280179,1101590,781810,319781,8242461,6837054,1136993
2013/04,10043459,7817610,0,1674955,399128,151766,613765,134251,200034,279480,1177073,838908,338166,8252621,6844452,1136755
2013/05,10129026,7899750,0,1678011,347393,203872,704893,195165,231034,278693,1203889,859908,343981,8220244,6844676,1102996
2013/06,10086281,7842993,0,1695217,306166,241905,582378,88851,219028,274499,1355095,1002288,352807,8148808,6751854,1123382
2013/07,10083210,7919889,0,1617974,272754,272593,596538,180736,145028,270775,1341345,977977,363368,8145327,6761177,1109578
2013/08,10137641,8004051,0,1586035,232076,315479,612393,225704,115028,271661,1367778,991194,376584,8157470,6787152,1094423
2013/09,10111785,7943927,0,1621851,200156,345851,590371,165229,155030,270113,1464323,1081552,382771,8057091,6697147,1084050
2013/10,10153565,8024709,0,1592315,242156,294385,586009,197332,128030,260647,1511041,1112158,398882,8056515,6715218,1065402
2013/11,10218992,8101238,0,1564063,286985,266707,632017,260406,97032,274579,1528356,1119855,408502,8058619,6720977,1058529
2013/12,10179459,8043239,0,1583876,331758,220586,550549,153285,124032,273231,1605970,1241145,364825,8022940,6648809,1095019
2014/01,10198236,8116560,0,1532425,361339,187913,603501,249330,85032,269139,1598123,1198859,399264,7996613,6668371,1048129
2014/02,10270656,8192304,0,1528044,403339,146970,661919,283692,108032,270195,1650349,1216445,433903,7958388,6692167,986108
2014/03,10249568,8120563,0,1573958,555047,0,578732,135765,172032,270935,1826883,1384982,441901,7843954,6599815,960025
2014/04,10461952,8237187,0,1672849,407582,144334,652471,137635,248032,266803,1851563,1430193,421370,7957918,6669358,1003447
2014/05,10495718,8320426,0,1623216,355403,196673,700489,207138,227032,266319,1870161,1418715,451446,7925068,6694573,944738
2014/06,10394132,8241266,0,1606699,313679,232488,562710,83768,219032,259910,1979778,1557717,422061,7851644,6599780,965606
2014/07,10414855,8311462,0,1560803,279765,262825,618211,187347,175032,255833,1997490,1511482,486009,7799154,6612634,899762
2014/08,10487251,8396075,0,1546550,238264,306363,671787,252385,162032,257370,2007721,1505920,501801,7807743,6637770,882717
2014/09,10389150,8300054,0,1544372,207342,337383,582380,156881,169032,256468,2111563,1616741,494822,7695207,6526432,880518
2014/10,10453783,8373452,0,1538198,239342,302791,602903,188494,161032,253377,2151560,1655548,496012,7699321,6529410,881154
2014/11,10530582,8455204,0,1521659,281737,271983,662413,255137,143032,264244,2192769,1678031,514738,7675401,6522036,863889
2014/12,10299205,8366748,0,1379688,324017,228752,326580,63754,32,262794,2363785,1916899,446886,7608840,6386094,932770
2015/01,10475243,8445123,0,1481475,352598,196048,621561,250857,112034,258670,2297996,1815592,482405,7555686,6378674,887037
2015/02,10545473,8520229,0,1475745,394097,155403,699350,330289,109036,260025,2315995,1812667,503327,7530129,6377272,863382
2015/03,10533572,8436841,0,1546890,549841,0,636057,174156,201036,260866,2483270,1986692,496578,7414244,6275993,849276
2015/04,10673776,8507469,0,1616897,404466,144943,683303,175834,248036,259434,2547935,2076463,471472,7442537,6255173,897389
2015/05,10692680,8586133,0,1556875,362809,186864,724214,272109,193036,259069,2538315,2052457,485858,7430151,6261567,877981
2015/06,10572235,8512757,0,1519594,320330,219554,566101,114284,203036,248781,2750252,2249273,500980,7255882,6149200,815579
2015/07,10600079,8588715,0,1475025,286411,249927,609990,197220,168036,244735,2748038,2246929,501109,7242050,6144566,805881
2015/08,10645145,8672703,0,1433502,245410,293530,636928,247554,143036,246338,2761236,2277861,483374,7246981,6147287,807092
2015/09,10544243,8591881,0,1414265,204951,333147,503612,110082,150036,243495,2936923,2469578,467346,7103707,6012221,796884
2015/10,10611646,8667408,0,1410556,237951,295731,497873,110259,150036,237579,3006190,2545912,460279,7107582,6011238,800242
2015/11,10707318,8752803,0,1404454,281384,268677,496612,94337,150036,252240,3097517,2638024,459493,7113189,6020443,794925
2015/12,10445904,8651206,0,1244185,324709,225804,252355,1128,36,251191,3191133,2761511,429622,7002415,5888567,814527
2016/01,10752178,8732926,0,1473194,353290,192768,477205,1433,229036,246736,3277001,2855411,421590,6997972,5876082,822569
2016/02,10612579,8833655,0,1231538,395790,151595,248707,1105,39,247564,3387502,2921658,465844,6976369,5910892,765656
2016/03,10493661,8746157,0,1199429,548075,0,250385,1093,39,249254,3426165,2953378,472787,6817111,5791685,726604
2016/04,10564187,8825663,0,1196707,405610,136207,243094,1059,39,241996,3519795,3047606,472189,6801299,5776998,724480
2016/05,10639122,8906986,0,1189246,364484,178406,242813,811,39,241964,3629240,3119162,510078,6767069,5787013,679130
2016/06,10534676,8827440,0,1180116,322345,204775,226367,1134,39,225194,3683120,3155540,527580,6625189,5670765,652497
2016/07,10614009,8899289,0,1190431,288926,235363,222251,850,39,221362,3780170,3235020,545150,6611587,5663418,645243
2016/08,10706298,8981739,0,1198451,237425,288683,223095,874,39,222182,3876416,3305665,570751,6606787,5675200,627661
2016/09,10625745,8889958,0,1198918,205485,331384,233968,987,39,232943,3885942,3319271,566671,6505835,5569700,632209
2016/10,10698192,8972881,0,1192144,237485,295682,230088,1308,39,228741,3940246,3390760,549485,6527859,5580813,642620
2016/11,10778985,9056426,0,1180097,279473,262988,238676,822,39,237816,4006359,3478220,528138,6533950,5577384,651921
2016/12,10664234,8947375,0,1174262,322372,220224,237976,981,44,236952,3998880,3501595,497285,6427378,5444800,676933
2017/01,10734419,9027952,0,1168274,351953,186240,232972,1386,39,231548,4051790,3581986,469804,6449656,5444579,698432
2017/02,10813202,9117032,0,1156431,404953,134786,234679,2046,39,232595,4102303,3659068,443235,6476220,5455918,713158
2017/03,10715594,9019263,0,1152132,544200,0,239677,3084,39,236555,4049411,3654217,395194,6426506,5361962,756900
2017/04,10775029,9095550,0,1139756,405830,133893,232601,1484,39,231078,4146744,3754936,391808,6395684,5339131,747909
2017/05,10839208,9168419,0,1130450,364671,175668,232047,1387,39,230622,4173502,3803426,370076,6433658,5363605,760336
2017/06,10789664,9131572,0,1119932,322464,215696,229009,1528,39,227443,4170439,3821146,349293,6390217,5308898,770601
2017/07,        ,       ,   ,       ,       ,      ,       ,       ,      ,       ,       ,       ,      ,       ,       ,
2017/08,        ,       ,   ,       ,       ,      ,       ,       ,      ,       ,       ,       ,      ,       ,       ,
2017/09,        ,       ,   ,       ,       ,      ,       ,       ,      ,       ,       ,       ,      ,       ,       ,
2017/10,        ,       ,   ,       ,       ,      ,       ,       ,      ,       ,       ,       ,      ,       ,       ,
2017/11,        ,       ,   ,       ,       ,      ,       ,       ,      ,       ,       ,       ,      ,       ,       ,
2017/12,        ,       ,   ,       ,       ,      ,       ,       ,      ,       ,       ,       ,      ,       ,       ,
